                                     | Core 0    
  Instructions                       |   12591968
  Cycles                             |   13957302
  IPC                                |       0.90
  Time (ns)                          |    5247106
  Idle time (ns)                     |      96174
  Idle time (%)                      |       1.8%
Branch predictor stats               |           
  num correct                        |     104684
  num incorrect                      |      12615
  misprediction rate                 |     10.75%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         23
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2587
    miss rate                        |      0.04%
    mpki                             |       0.21
  L2 TLB                             |           
    num accesses                     |       2610
    num misses                       |       1040
    miss rate                        |     39.85%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1350
    miss rate                        |      0.12%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11319
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12673
    num cache misses                 |      10520
    miss rate                        |     83.01%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10524
    num cache misses                 |        879
    miss rate                        |      8.35%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1734
  average dram access latency (ns)   |      61.42
  average dram queueing delay        |       7.99
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        109
  num loads from dram cache          |          0
  num loads from remote cache        |          0
