                                     | Core 0    
  Instructions                       |   12592005
  Cycles                             |    6759679
  IPC                                |       1.86
  Time (ns)                          |    2541233
  Idle time (ns)                     |      58672
  Idle time (%)                      |       2.3%
Branch predictor stats               |           
  num correct                        |     104666
  num incorrect                      |      12633
  misprediction rate                 |     10.77%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2416
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2434
    num misses                       |       1036
    miss rate                        |     42.56%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1346
    miss rate                        |      0.12%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11307
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12658
    num cache misses                 |      10511
    miss rate                        |     83.04%
    mpki                             |       0.83
  Cache L3                           |           
    num cache accesses               |      10516
    num cache misses                 |        881
    miss rate                        |      8.38%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1751
  average dram access latency (ns)   |      57.35
  average dram queueing delay        |       3.92
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        112
  num loads from dram cache          |          0
  num loads from remote cache        |          0
