                                     | Core 0    
  Instructions                       |   12591999
  Cycles                             |   13991125
  IPC                                |       0.90
  Time (ns)                          |    5259822
  Idle time (ns)                     |      96161
  Idle time (%)                      |       1.8%
Branch predictor stats               |           
  num correct                        |     104676
  num incorrect                      |      12623
  misprediction rate                 |     10.76%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         17
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2436
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2453
    num misses                       |       1037
    miss rate                        |     42.27%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1320
    miss rate                        |      0.12%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11300
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12625
    num cache misses                 |      10471
    miss rate                        |     82.94%
    mpki                             |       0.83
  Cache L3                           |           
    num cache accesses               |      10476
    num cache misses                 |        885
    miss rate                        |      8.45%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1747
  average dram access latency (ns)   |      56.57
  average dram queueing delay        |       3.14
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        115
  num loads from dram cache          |          0
  num loads from remote cache        |          0
