                                     | Core 0    
  Instructions                       |   12592014
  Cycles                             |    9604506
  IPC                                |       1.31
  Time (ns)                          |    3610717
  Idle time (ns)                     |      96155
  Idle time (%)                      |       2.7%
Branch predictor stats               |           
  num correct                        |     104666
  num incorrect                      |      12633
  misprediction rate                 |     10.77%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2406
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2424
    num misses                       |       1023
    miss rate                        |     42.20%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1405
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11322
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12733
    num cache misses                 |      10566
    miss rate                        |     82.98%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10572
    num cache misses                 |        885
    miss rate                        |      8.37%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1764
  average dram access latency (ns)   |      55.96
  average dram queueing delay        |       2.53
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        115
  num loads from dram cache          |          0
  num loads from remote cache        |          0
