                                     | Core 0    
  Instructions                       |   12591907
  Cycles                             |    6335079
  IPC                                |       1.99
  Time (ns)                          |    2381609
  Idle time (ns)                     |      96119
  Idle time (%)                      |       4.0%
Branch predictor stats               |           
  num correct                        |     104666
  num incorrect                      |      12633
  misprediction rate                 |     10.77%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2407
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2425
    num misses                       |       1023
    miss rate                        |     42.19%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1362
    miss rate                        |      0.12%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11317
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12685
    num cache misses                 |      10530
    miss rate                        |     83.01%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10536
    num cache misses                 |        889
    miss rate                        |      8.44%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1774
  average dram access latency (ns)   |      80.03
  average dram queueing delay        |      26.60
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        118
  num loads from dram cache          |          0
  num loads from remote cache        |          0
