                                     | Core 0    
  Instructions                       |   12592014
  Cycles                             |    8469190
  IPC                                |       1.49
  Time (ns)                          |    3183906
  Idle time (ns)                     |      96175
  Idle time (%)                      |       3.0%
Branch predictor stats               |           
  num correct                        |     104688
  num incorrect                      |      12611
  misprediction rate                 |     10.75%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         16
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2408
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2424
    num misses                       |       1017
    miss rate                        |     41.96%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1377
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11317
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12700
    num cache misses                 |      10555
    miss rate                        |     83.11%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10561
    num cache misses                 |        884
    miss rate                        |      8.37%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1759
  average dram access latency (ns)   |      56.01
  average dram queueing delay        |       2.58
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        116
  num loads from dram cache          |          0
  num loads from remote cache        |          0
