                                     | Core 0    
  Instructions                       |   12592019
  Cycles                             |    8376667
  IPC                                |       1.50
  Time (ns)                          |    3149123
  Idle time (ns)                     |      96162
  Idle time (%)                      |       3.1%
Branch predictor stats               |           
  num correct                        |     104666
  num incorrect                      |      12633
  misprediction rate                 |     10.77%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2424
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2442
    num misses                       |       1033
    miss rate                        |     42.30%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1332
    miss rate                        |      0.12%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11303
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12641
    num cache misses                 |      10490
    miss rate                        |     82.98%
    mpki                             |       0.83
  Cache L3                           |           
    num cache accesses               |      10496
    num cache misses                 |        887
    miss rate                        |      8.45%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1764
  average dram access latency (ns)   |      56.19
  average dram queueing delay        |       2.76
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        117
  num loads from dram cache          |          0
  num loads from remote cache        |          0
