                                     | Core 0    
  Instructions                       |   12591564
  Cycles                             |    8647177
  IPC                                |       1.46
  Time (ns)                          |    3250819
  Idle time (ns)                     |      58759
  Idle time (%)                      |       1.8%
Branch predictor stats               |           
  num correct                        |     104667
  num incorrect                      |      12632
  misprediction rate                 |     10.77%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2417
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2435
    num misses                       |       1022
    miss rate                        |     41.97%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1460
    miss rate                        |      0.13%
    mpki                             |       0.12
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11343
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12809
    num cache misses                 |      10658
    miss rate                        |     83.21%
    mpki                             |       0.85
  Cache L3                           |           
    num cache accesses               |      10664
    num cache misses                 |        888
    miss rate                        |      8.33%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1771
  average dram access latency (ns)   |     207.89
  average dram queueing delay        |     154.46
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        118
  num loads from dram cache          |          0
  num loads from remote cache        |          0
