                                     | Core 0    
  Instructions                       |   12592000
  Cycles                             |    6934889
  IPC                                |       1.82
  Time (ns)                          |    2607101
  Idle time (ns)                     |      96081
  Idle time (%)                      |       3.7%
Branch predictor stats               |           
  num correct                        |     104696
  num incorrect                      |      12603
  misprediction rate                 |     10.74%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         23
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2431
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2454
    num misses                       |       1037
    miss rate                        |     42.26%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1418
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11299
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12723
    num cache misses                 |      10593
    miss rate                        |     83.26%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10599
    num cache misses                 |        887
    miss rate                        |      8.37%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1765
  average dram access latency (ns)   |      57.36
  average dram queueing delay        |       3.93
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        117
  num loads from dram cache          |          0
  num loads from remote cache        |          0
