                                     | Core 0    
  Instructions                       |   12591999
  Cycles                             |    6804101
  IPC                                |       1.85
  Time (ns)                          |    2557933
  Idle time (ns)                     |      58818
  Idle time (%)                      |       2.3%
Branch predictor stats               |           
  num correct                        |     104672
  num incorrect                      |      12627
  misprediction rate                 |     10.76%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2417
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2435
    num misses                       |       1048
    miss rate                        |     43.04%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1387
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11317
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12710
    num cache misses                 |      10559
    miss rate                        |     83.08%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10565
    num cache misses                 |        887
    miss rate                        |      8.40%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1762
  average dram access latency (ns)   |      57.42
  average dram queueing delay        |       3.99
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        116
  num loads from dram cache          |          0
  num loads from remote cache        |          0
