                                     | Core 0    
  Instructions                       |   12591565
  Cycles                             |    6434322
  IPC                                |       1.96
  Time (ns)                          |    2418918
  Idle time (ns)                     |      96202
  Idle time (%)                      |       4.0%
Branch predictor stats               |           
  num correct                        |     104644
  num incorrect                      |      12655
  misprediction rate                 |     10.79%
  mpki                               |       1.01
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2406
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2424
    num misses                       |       1033
    miss rate                        |     42.62%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1429
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11324
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12759
    num cache misses                 |      10630
    miss rate                        |     83.31%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10636
    num cache misses                 |        888
    miss rate                        |      8.35%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1770
  average dram access latency (ns)   |     210.60
  average dram queueing delay        |     157.17
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        117
  num loads from dram cache          |          0
  num loads from remote cache        |          0
