                                     | Core 0    
  Instructions                       |   12591907
  Cycles                             |    6108473
  IPC                                |       2.06
  Time (ns)                          |    2296419
  Idle time (ns)                     |      58767
  Idle time (%)                      |       2.6%
Branch predictor stats               |           
  num correct                        |     104648
  num incorrect                      |      12651
  misprediction rate                 |     10.79%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         19
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2424
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2443
    num misses                       |       1040
    miss rate                        |     42.57%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1386
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11310
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12702
    num cache misses                 |      10552
    miss rate                        |     83.07%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10558
    num cache misses                 |        886
    miss rate                        |      8.39%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1761
  average dram access latency (ns)   |      79.90
  average dram queueing delay        |      26.47
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        116
  num loads from dram cache          |          0
  num loads from remote cache        |          0
