                                     | Core 0    
  Instructions                       |   12591969
  Cycles                             |    6374996
  IPC                                |       1.98
  Time (ns)                          |    2396615
  Idle time (ns)                     |      96191
  Idle time (%)                      |       4.0%
Branch predictor stats               |           
  num correct                        |     104670
  num incorrect                      |      12629
  misprediction rate                 |     10.77%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         21
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2376
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2397
    num misses                       |       1022
    miss rate                        |     42.64%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1409
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11362
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12779
    num cache misses                 |      10621
    miss rate                        |     83.11%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10629
    num cache misses                 |        891
    miss rate                        |      8.38%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1778
  average dram access latency (ns)   |      62.41
  average dram queueing delay        |       8.98
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        121
  num loads from dram cache          |          0
  num loads from remote cache        |          0
