                                     | Core 0    
  Instructions                       |   12591968
  Cycles                             |    6344903
  IPC                                |       1.98
  Time (ns)                          |    2385302
  Idle time (ns)                     |      59374
  Idle time (%)                      |       2.5%
Branch predictor stats               |           
  num correct                        |     104676
  num incorrect                      |      12623
  misprediction rate                 |     10.76%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2431
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2449
    num misses                       |       1022
    miss rate                        |     41.73%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1390
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11336
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12733
    num cache misses                 |      10565
    miss rate                        |     82.97%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10572
    num cache misses                 |        889
    miss rate                        |      8.41%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1772
  average dram access latency (ns)   |      62.76
  average dram queueing delay        |       9.33
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        119
  num loads from dram cache          |          0
  num loads from remote cache        |          0
