                                     | Core 0    
  Instructions                       |   12591796
  Cycles                             |    8402735
  IPC                                |       1.50
  Time (ns)                          |    3158923
  Idle time (ns)                     |      96144
  Idle time (%)                      |       3.0%
Branch predictor stats               |           
  num correct                        |     104640
  num incorrect                      |      12659
  misprediction rate                 |     10.79%
  mpki                               |       1.01
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         21
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2451
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2472
    num misses                       |       1029
    miss rate                        |     41.63%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1358
    miss rate                        |      0.12%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11314
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12678
    num cache misses                 |      10510
    miss rate                        |     82.90%
    mpki                             |       0.83
  Cache L3                           |           
    num cache accesses               |      10516
    num cache misses                 |        887
    miss rate                        |      8.43%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1766
  average dram access latency (ns)   |     115.09
  average dram queueing delay        |      61.66
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        117
  num loads from dram cache          |          0
  num loads from remote cache        |          0
