                                     | Core 0    
  Instructions                       |   12591795
  Cycles                             |   14094328
  IPC                                |       0.89
  Time (ns)                          |    5298620
  Idle time (ns)                     |      58719
  Idle time (%)                      |       1.1%
Branch predictor stats               |           
  num correct                        |     104679
  num incorrect                      |      12620
  misprediction rate                 |     10.76%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         19
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2454
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2473
    num misses                       |       1030
    miss rate                        |     41.65%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1475
    miss rate                        |      0.14%
    mpki                             |       0.12
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11350
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12830
    num cache misses                 |      10709
    miss rate                        |     83.47%
    mpki                             |       0.85
  Cache L3                           |           
    num cache accesses               |      10714
    num cache misses                 |        882
    miss rate                        |      8.23%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1752
  average dram access latency (ns)   |     106.25
  average dram queueing delay        |      52.82
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        113
  num loads from dram cache          |          0
  num loads from remote cache        |          0
