                                     | Core 0    
  Instructions                       |   12591969
  Cycles                             |    8143366
  IPC                                |       1.55
  Time (ns)                          |    3061416
  Idle time (ns)                     |      58750
  Idle time (%)                      |       1.9%
Branch predictor stats               |           
  num correct                        |     104668
  num incorrect                      |      12631
  misprediction rate                 |     10.77%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         19
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2452
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2471
    num misses                       |       1026
    miss rate                        |     41.52%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1334
    miss rate                        |      0.12%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11323
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12663
    num cache misses                 |      10479
    miss rate                        |     82.75%
    mpki                             |       0.83
  Cache L3                           |           
    num cache accesses               |      10485
    num cache misses                 |        883
    miss rate                        |      8.42%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1755
  average dram access latency (ns)   |      62.15
  average dram queueing delay        |       8.72
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        115
  num loads from dram cache          |          0
  num loads from remote cache        |          0
