                                     | Core 0    
  Instructions                       |   12591564
  Cycles                             |   14388546
  IPC                                |       0.88
  Time (ns)                          |    5409228
  Idle time (ns)                     |      58794
  Idle time (%)                      |       1.1%
Branch predictor stats               |           
  num correct                        |     104663
  num incorrect                      |      12636
  misprediction rate                 |     10.77%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         17
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2424
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2441
    num misses                       |       1030
    miss rate                        |     42.20%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1348
    miss rate                        |      0.12%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11319
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12674
    num cache misses                 |      10512
    miss rate                        |     82.94%
    mpki                             |       0.83
  Cache L3                           |           
    num cache accesses               |      10519
    num cache misses                 |        888
    miss rate                        |      8.44%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1772
  average dram access latency (ns)   |     190.79
  average dram queueing delay        |     137.36
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        118
  num loads from dram cache          |          0
  num loads from remote cache        |          0
