                                     | Core 0    
  Instructions                       |   12591907
  Cycles                             |    6165131
  IPC                                |       2.04
  Time (ns)                          |    2317719
  Idle time (ns)                     |      58726
  Idle time (%)                      |       2.5%
Branch predictor stats               |           
  num correct                        |     104653
  num incorrect                      |      12646
  misprediction rate                 |     10.78%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         19
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2430
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2449
    num misses                       |       1024
    miss rate                        |     41.81%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1415
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11323
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12742
    num cache misses                 |      10620
    miss rate                        |     83.35%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10624
    num cache misses                 |        881
    miss rate                        |      8.29%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1752
  average dram access latency (ns)   |      79.38
  average dram queueing delay        |      25.95
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        111
  num loads from dram cache          |          0
  num loads from remote cache        |          0
