                                     | Core 0    
  Instructions                       |   12591968
  Cycles                             |    6342261
  IPC                                |       1.99
  Time (ns)                          |    2384309
  Idle time (ns)                     |      96117
  Idle time (%)                      |       4.0%
Branch predictor stats               |           
  num correct                        |     104682
  num incorrect                      |      12617
  misprediction rate                 |     10.76%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         20
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2428
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2448
    num misses                       |       1035
    miss rate                        |     42.28%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1386
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11352
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12744
    num cache misses                 |      10587
    miss rate                        |     83.07%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10593
    num cache misses                 |        887
    miss rate                        |      8.37%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1762
  average dram access latency (ns)   |      63.15
  average dram queueing delay        |       9.72
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        116
  num loads from dram cache          |          0
  num loads from remote cache        |          0
