                                     | Core 0    
  Instructions                       |     137826
  Cycles                             |     364321
  IPC                                |       0.38
  Time (ns)                          |     136963
  Idle time (ns)                     |      76018
  Idle time (%)                      |      55.5%
Branch predictor stats               |           
  num correct                        |       5680
  num incorrect                      |       1077
  misprediction rate                 |     15.94%
  mpki                               |       7.81
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |      14357
    num misses                       |          9
    miss rate                        |      0.06%
    mpki                             |       0.07
  D-TLB                              |           
    num accesses                     |      41764
    num misses                       |         37
    miss rate                        |      0.09%
    mpki                             |       0.27
  L2 TLB                             |           
    num accesses                     |         46
    num misses                       |         17
    miss rate                        |     36.96%
    mpki                             |       0.12
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |      14357
    num cache misses                 |        169
    miss rate                        |      1.18%
    mpki                             |       1.23
  Cache L1-D                         |           
    num cache accesses               |      41774
    num cache misses                 |        826
    miss rate                        |      1.98%
    mpki                             |       5.99
  Cache L2                           |           
    num cache accesses               |       1066
    num cache misses                 |        318
    miss rate                        |     29.83%
    mpki                             |       2.31
  Cache L3                           |           
    num cache accesses               |        389
    num cache misses                 |        265
    miss rate                        |     68.12%
    mpki                             |       1.92
DRAM summary                         |           
  num dram accesses                  |        265
  average dram access latency (ns)   |      55.68
  average dram queueing delay        |       2.25
  average dram bandwidth utilization |      1.00%
Coherency Traffic                    |           
  num loads from dram                |        137
  num loads from dram cache          |          0
  num loads from remote cache        |          0
