                                     | Core 0    
  Instructions                       |   12591566
  Cycles                             |    6492057
  IPC                                |       1.94
  Time (ns)                          |    2440623
  Idle time (ns)                     |      96129
  Idle time (%)                      |       3.9%
Branch predictor stats               |           
  num correct                        |     104681
  num incorrect                      |      12618
  misprediction rate                 |     10.76%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         18
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2424
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2442
    num misses                       |       1019
    miss rate                        |     41.73%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1375
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11326
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12707
    num cache misses                 |      10552
    miss rate                        |     83.04%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10558
    num cache misses                 |        888
    miss rate                        |      8.41%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1763
  average dram access latency (ns)   |     215.80
  average dram queueing delay        |     162.38
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        117
  num loads from dram cache          |          0
  num loads from remote cache        |          0
